LocalOrderCode;ProductId;Description;Description DE;Price;Weight;DiscountFamilyGroup
PPLB1826;1STQ002290B0000;IP65 EXT. PANEL LEFT H=1800 W=625MM;IP65 EXT.PLATTE LINKS H=1800 B625MM;72;20.0;Missing
PPLB2126;1STQ002291B0000;IP65 EXT. PANEL LEFT H=2100 W=625MM;IP65 EXT.PLATTE LINKS H=2100 B625MM;92;23.0;Missing
PPRB1826;1STQ002292B0000;IP65 EXT. PANEL RIGHT H=1800 W=625MM;IP65 EXT.PLATTE RECHTS H=1800 B625MM;72;22.5;Missing
PPRB2126;1STQ002293B0000;IP65 EXT. PANEL RIGHT H=2100 W=625MM;IP65 EXT.PLATTE RECHTS H=2100 B625MM;92;26.0;Missing
PSAF0016;1STQ008110A0000;N.16 AXIAL SCREWS 3-WAY JOINING SYSTEM;N.16 AXIAL SCHRAUB.VERBINDUNGSSYSTEM 3W.;12.9;0.7;Missing
PSBS0065;1STQ008113A0000;CONNECTION KIT SIDE BY SIDE/REAR IP65;SCHALTSCHR.ANSCHLUSSATZ SEIT./RUCK.IP65;97.24;0.4;Missing
PSCP0024;1STQ009182A0000;N.24 SCREWS FOR SIDE/LATERAL PANELS;N.24 SCHRAUBEN FUR SEIDLICH./RUCK. PANEL;29.8;0.3;Missing
PSCS0579;1STQ009185A0000;CONNECTION KIT FOR CORNER STRUCTURES;KIT FUR ECK.SCHALTSCHR. ANSCHLUSSATZ;162.34;0.5;Missing
PSES0008;1STQ001589B0000;EXTERNAL CONNECTION KIT;SCHALTSCHR. ANSCHLUSSATZ AUS.;101;1.5;Missing
PTBB1026;1STQ009178A0000;IP65 BLIND TOP/BOTTOM W=1000MM D=200MM;IP65 DECKBL/BODENBLECH B=1000MM T=200MM;56.01;4.7;Missing
PTBB1036;1STQ007099A0000;IP65 BLIND TOP/BOTTOM W=1000MM D=300MM;IP65 DECKBL/BODENBLECH B=1000MM T=300MM;63.45;6.1;Missing
PTBB1056;1STQ007100A0000;IP65 BLIND TOP/BOTTOM W=1000MM D=500MM;IP65 DECKBL/BODENBLECH B=1000MM T=500MM;66.82;9.2;Missing
PTBB1076;1STQ007101A0000;IP65 BLIND TOP/BOTTOM W=1000MM D=700MM;IP65 DECKBL/BODENBLECH B=1000MM T=700MM;76.2;11.9;Missing
PTBB1220;1STQ009153A0000;IP40 BLIND TOP/BOTTOM W=1250MM D=200MM;IP40 DECKBL/BODENBLECH B=1250MM T=200MM;60.47;5.5;Missing
PTBB1236;1STQ007103A0000;IP65 BLIND TOP/BOTTOM W=1250MM D=300MM;IP65 BLIND DACH/BODEN B1250 MM T300MM;69.52;7.0;Missing
PTBB1256;1STQ007104A0000;IP65 BLIND TOP/BOTTOM W=1250MM D=500MM;IP65 BLIND DACH/BODEN B1250 MM T500MM;73.84;10.0;Missing
PTBB1276;1STQ007105A0000;IP65 BLIND TOP/BOTTOM W=1250MM D=700MM;IP65 BLIND DACH/BODEN B1250 MM T700MM;82.34;13.0;Missing
PTBB2526;1STQ001270B0000;IP65 BLIND TOP/BOTTOM W=250MM D=200MM;IP65 DECKBL./BODENBLECH B=250MM T=200MM;27.68;1.5;Missing
PTBB2536;1STQ007071A0000;IP65 BLIND TOP/BOTTOM W=250MM D=300MM;IP65 DECKBL./BODENBLECH B=250MM T=300MM;29.8;2.0;Missing
PTBB2556;1STQ007072A0000;IP65 BLIND TOP/BOTTOM W=250MM D=500MM;IP65 DECKBL./BODENBLECH B=250MM T=500MM;32.78;3.1;Missing
PTBB2576;1STQ007073A0000;IP65 BLIND TOP/BOTTOM W=250MM D=700MM;IP65 DECKBL./BODENBLECH B=250MM T=700MM;36.45;4.1;Missing
PTBB3056;1STQ007076A0000;IP65 BL.TOP/BOTTOM W/D=300MM D/W=500MM;IP65 DECKBL/BODENBL. B/T=300MM T/B=500MM;33.45;3.5;Missing
PTBB5026;1STQ001284B0000;IP65 BLIND TOP/BOTTOM W=500MM D=200MM;IP65 DECKBL./BODENBLECH B=500MM T=200MM;29.8;2.6;Missing
PTBB5056;1STQ007084A0000;IP65 BLIND TOP/BOTTOM W=500MM D=500MM;IP65 DECKBL./BODENBLECH B=500MM T=500MM;36.48;5.0;Missing
PTBB5076;1STQ007085A0000;IP65 BLIND TOP/BOTTOM W=500MM D=700MM;IP65 DECKBL./BODENBLECH B=500MM T=700MM;46.6;6.7;Missing
PTBB7526;1STQ001303B0000;IP65 BLIND TOP/BOTTOM W=750MM D=200MM;IP65 DECKBL./BODENBLECH B=750MM T=200MM;36.76;3.6;Missing
PTBB7536;1STQ007091A0000;IP65 BLIND TOP/BOTTOM W=750MM D=300MM;IP65 DECKBL./BODENBLECH B=750MM T=300MM;39.52;5.0;Missing
PTBB7556;1STQ007092A0000;IP65 BLIND TOP/BOTTOM W=750MM D=500MM;IP65 DECKBL./BODENBLECH B=750MM T=500MM;46.6;7.2;Missing
PTBB7576;1STQ007093A0000;IP65 BLIND TOP/BOTTOM W=750MM D=700MM;IP65 DECKBL./BODENBLECH B=750MM T=700MM;51.97;9.5;Missing
PTBT1026;1STQ002297B0000;IP65 TWINLINE TOP W1000 D200;IP65 TWINLINE DACH B1000 D200;56.64;3.3;Missing
PTBT1028;1STQ002396B0000;IP65 TWINLINE TOP W1000 D200;IP65 TWINLINE DACH B1000 P200;56.64;3.3;Missing
PTBT1036;1STQ002298B0000;IP65 TWINLINE TOP W1000 D300;IP65 TWINLINE DACH B1000 D300;64.08;4.6;Missing
PTBT1038;1STQ002397B0000;IP65 TWINLINE TOP W1000 D300;IP65 TWINLINE DACH B1000 D300;64.08;4.6;Missing
PTBT1056;1STQ002299B0000;IP65 TWINLINE TOP W1000 D500;IP65 TWINLINE DACH B1000 T500;67.45;7.2;Missing
PTBT1057;1STQ002300B0000;IP65 2ROWS TWINLINE TOP W1000 D500;IP65 ZWEI REI.TWIN.DACH B1000 T500;77.57;6.6;Missing
PTBT1058;1STQ002398B0000;IP65 TWINLINE TOP W1000 D500;IP65 TWINLINE DACH B1000 P500;67.45;7.2;Missing
PTBT1059;1STQ002399B0000;IP65 2ROWS TWINLINE TOP W1000 D500;IP65 2REI. TWINLINE DACH B1000 P500;77.57;6.6;Missing
PTBT1076;1STQ002301B0000;IP65 TWINLINE TOP W1000 D700;IP65 TWINLINE DACH B1000 T700;76.83;9.8;Missing
PTBT1077;1STQ002302B0000;IP65 2ROWS TWINLINE TOP W1000 D700;IP65 ZWEI REI.TWIN.DACH B1000 T700;88.35;9.2;Missing
PTBT1078;1STQ002400B0000;IP65 TWINLINE TOP W1000 D700;IP65 TWINLINE DACH B1000 P700;76.83;9.8;Missing
PTBT1079;1STQ002401B0000;IP65 2ROWS TWINLINE TOP W1000 D700;IP65 2REI. TWINLINE DACH B1000 P700;88.35;9.2;Missing
PTBT1226;1STQ002303B0000;IP65 TWINLINE TOP W1250 D200;IP65 TWINLINE DACH B1250 D200;61.1;4.0;Missing
PTBT1228;1STQ002402B0000;IP65 TWINLINE TOP W1250 D200;IP65 TWINLINE DACH B1250 P200;61.1;4.0;Missing
PTBT1236;1STQ002304B0000;IP65 TWINLINE TOP W1250 D300;IP65 TWINLINE DACH B1250 D300;70.15;5.6;Missing
PTBT1238;1STQ002403B0000;IP65 TWINLINE TOP W1250 D300;IP65 TWINLINE DACH B1250 T300;70.15;5.6;Missing
PTBT1256;1STQ002305B0000;IP65 TWINLINE TOP W1250 D500;IP65 TWINLINE DACH B1250 T500;74.47;8.8;Missing
PTBT1257;1STQ002306B0000;IP65 2ROWS TWINLINE TOP W1250 D500;IP65 ZWEI REI.TWIN.DACH B1250 T500;85.64;8.1;Missing
PTBT1258;1STQ002404B0000;IP65 TWINLINE TOP W1250 D500;IP65 TWINLINE DACH B1250 P500;74.47;8.8;Missing
PTBT1259;1STQ002405B0000;IP65 2ROWS TWINLINE TOP W1250 D500;IP65 2REI. TWINLINE DACH B1250 P500;85.64;8.1;Missing
PTBT1276;1STQ002307B0000;IP65 TWINLINE TOP W1250 D700;IP65 TWINLINE DACH B1250 T700;82.97;12.0;Missing
PTBT1277;1STQ002308B0000;IP65 2ROWS TWINLINE TOP W1250 D700;IP65 ZWEI REI.TWIN.DACH B1250 T700;95.42;11.3;Missing
PTBT1278;1STQ002406B0000;IP65 TWINLINE TOP W1250 D700;IP65 TWINLINE DACH B1250 P700;82.97;12.0;Missing
PTBT1279;1STQ002407B0000;IP65 2ROWS TWINLINE TOP W1250 D700;IP65 2REI. TWINLINE DACH B1250 P700;95.42;11.3;Missing
PTBT2526;1STQ002309B0000;IP65 TWINLINE TOP W250 D200;IP65 TWINLINE DACH B250 D200;28.31;1.1;Missing
PTBT2528;1STQ002408B0000;IP65 TWINLINE TOP W250 D200;IP65 TWINLINE DACH B250 P200;28.31;1.1;Missing
PTBT2536;1STQ002310B0000;IP65 TWINLINE TOP W250 D300;IP65 TWINLINE DACH B250 D300;30.43;1.5;Missing
PTBT2538;1STQ002409B0000;IP65 TWINLINE TOP W250 D300;IP65 TWINLINE DACH B250 D300;30.43;1.5;Missing
PTBT2556;1STQ002311B0000;IP65 TWINLINE TOP W250 D500;IP65 TWINLINE DACH B250 T500;33.41;2.3;Missing
PTBT2557;1STQ002312B0000;IP65 2ROWS TWINLINE TOP W250 D500;IP65 ZWEI REI.TWIN.DACH B250 T500;38.42;2.2;Missing
PTBT2558;1STQ002410B0000;IP65 TWINLINE TOP W250 D500;IP65 TWINLINE DACH B250 P500;33.41;2.3;Missing
